data_trimestre;trimestre;canal_acesso;tipo_transacao;detalhe_caixa_eletronico;qtd_transacoes;valor_transacoes
2021-03-31;1;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Cartão Próprio;1134656;27853587423.54
2021-03-31;1;Site do Banco (Internet Banking);Pix;Não aplicável;23854651;142205890311.01
2021-03-31;1;Caixa Eletrônico;Saque;Caixa Eletrônico / Acesso Restrito;300017154;192041073949.88
2021-03-31;1;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Acesso Restrito;24097421;41679235242.53
2021-03-31;1;Agências;Depósito;Não aplicável;62409965;2534694707402.23
2021-03-31;1;Agências;Boletos e Convênios;Não aplicável;64854410;141267821936.31
2021-03-31;1;Posto de Atendimento Cooperativo;Depósito;Não aplicável;6037306;11246718286.84
2021-03-31;1;Posto de Atendimento Cooperativo;Ordem de Transferência de Crédito;Não aplicável;7567161;71385236349.59
2021-03-31;1;Agências;Outras não Financeiras;Não aplicável;58961017;0.00
2021-03-31;1;Aplicativo do Banco (Mobile Banking);Boletos e Convênios;Não aplicável;747636508;399144869701.49
2021-03-31;1;Correspondentes no País;Outras não Financeiras;Não aplicável;2197730;0.00
2021-03-31;1;Site do Banco (Internet Banking);Outras não Financeiras;Não aplicável;1365866888;0.00
2021-03-31;1;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Cartão Próprio;23049904;11601340189.89
2021-03-31;1;Centrais de Atendimento;Ordem de Transferência de Crédito;Não aplicável;347475;21696154584.34
2021-03-31;1;Correspondentes no País;Depósito;Não aplicável;113846969;52731574031.25
2021-03-31;1;Centrais de Atendimento;Consulta Saldo/Extrato;Não aplicável;138679558;0.00
2021-03-31;1;Agências;Ordem de Transferência de Crédito;Não aplicável;69286892;2822537086769.57
2021-03-31;1;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Banco24Horas (Terceiros);190248;255400787.82
2021-03-31;1;Aplicativo do Banco (Mobile Banking);Outras não Financeiras;Não aplicável;2818039580;0.00
2021-03-31;1;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Banco24Horas (Terceiros);829999;626585592.05
2021-03-31;1;Centrais de Atendimento;Outras Financeiras;Não aplicável;395040;111242015317.59
2021-03-31;1;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);2974;7461.00
2021-03-31;1;Agências;Empréstimos e Financiamentos;Não aplicável;133678573;250582007752.77
2021-03-31;1;Site do Banco (Internet Banking);Ordem de Transferência de Crédito;Não aplicável;228602017;5188996288187.91
2021-03-31;1;Agências;Pix;Não aplicável;2216;6916862.84
2021-03-31;1;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Cartão Próprio;6230512;0.00
2021-03-31;1;Site do Banco (Internet Banking);Outras Financeiras;Não aplicável;483291058;1321989720861.80
2021-03-31;1;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Cartão Próprio;262085411;0.00
2021-03-31;1;Site do Banco (Internet Banking);Empréstimos e Financiamentos;Não aplicável;36810666;59170190177.06
2021-03-31;1;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Acesso Restrito;12125401;4929416286.61
2021-03-31;1;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Banco24Horas (Terceiros);2055933;11082633975.18
2021-03-31;1;Agências;Consulta Saldo/Extrato;Não aplicável;120468847;40.00
2021-03-31;1;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Banco24Horas (Terceiros);124277943;0.00
2021-03-31;1;Posto de Atendimento Cooperativo;Saque;Não aplicável;16771433;10678445557.82
2021-03-31;1;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Cartão Próprio;5564126;6934889816.75
2021-03-31;1;Centrais de Atendimento;Boletos e Convênios;Não aplicável;274646;282352191.30
2021-03-31;1;Caixa Eletrônico;Saque;Caixa Eletrônico / Banco24Horas (Terceiros);318850168;111649119791.27
2021-03-31;1;Caixa Eletrônico;Depósito;Caixa Eletrônico / Acesso Restrito;163499899;164092048613.95
2021-03-31;1;Caixa Eletrônico;Depósito;Caixa Eletrônico / Banco24Horas (Terceiros);3232484;3461369558.00
2021-03-31;1;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);132597;0.00
2021-03-31;1;Correspondentes no País;Outras Financeiras;Não aplicável;487;409591367.48
2021-03-31;1;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Acesso Restrito;70200695;39707132004.25
2021-03-31;1;Aplicativo do Banco (Mobile Banking);Pix;Não aplicável;456111225;280532096059.74
2021-03-31;1;Centrais de Atendimento;Outras não Financeiras;Não aplicável;32064707;0.00
2021-03-31;1;Aplicativo do Banco (Mobile Banking);Outras Financeiras;Não aplicável;41294813;116733480208.98
2021-03-31;1;Aplicativo do Banco (Mobile Banking);Empréstimos e Financiamentos;Não aplicável;232020015;29103449168.55
2021-03-31;1;Correspondentes no País;Empréstimos e Financiamentos;Não aplicável;10555378;34458437111.79
2021-03-31;1;Caixa Eletrônico;Saque;Caixa Eletrônico / Cartão Próprio;112252738;55444476803.56
2021-03-31;1;Site do Banco (Internet Banking);Consulta Saldo/Extrato;Não aplicável;1978485458;20.76
2021-03-31;1;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Acesso Restrito;124327291;0.00
2021-03-31;1;Site do Banco (Internet Banking);Boletos e Convênios;Não aplicável;440527219;1155498870220.88
2021-03-31;1;Centrais de Atendimento;Empréstimos e Financiamentos;Não aplicável;650079;12260573840.33
2021-03-31;1;Agências;Outras Financeiras;Não aplicável;143319320;3275672146171.24
2021-03-31;1;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Acesso Restrito;243869648;0.00
2021-03-31;1;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Cartão Próprio;716742;1038985715.63
2021-03-31;1;Correspondentes no País;Boletos e Convênios;Não aplicável;570956563;137456138442.75
2021-03-31;1;Correspondentes no País;Consulta Saldo/Extrato;Não aplicável;65198993;0.00
2021-03-31;1;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Acesso Restrito;1325660;4671451560.23
2021-03-31;1;Caixa Eletrônico;Depósito;Caixa Eletrônico / Cartão Próprio;45300420;55725962701.45
2021-03-31;1;Correspondentes no País;Saque;Não aplicável;143863989;72604282060.38
2021-03-31;1;Posto de Atendimento Cooperativo;Boletos e Convênios;Não aplicável;57093129;50388352089.79
2021-03-31;1;Agências;Saque;Não aplicável;36013592;231307454806.41
2021-03-31;1;Correspondentes no País;Ordem de Transferência de Crédito;Não aplicável;324401;1729806908.73
2021-06-30;2;Caixa Eletrônico;Saque;Caixa Eletrônico / Banco24Horas (Terceiros);318484257;112831841545.77
2021-06-30;2;Centrais de Atendimento;Consulta Saldo/Extrato;Não aplicável;137080612;0.00
2021-06-30;2;Site do Banco (Internet Banking);Outras não Financeiras;Não aplicável;1352278665;0.00
2021-06-30;2;Centrais de Atendimento;Outras Financeiras;Não aplicável;401770;137176264690.66
2021-06-30;2;Aplicativo do Banco (Mobile Banking);Pix;Não aplicável;1033273460;528226042634.45
2021-06-30;2;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Cartão Próprio;1085339;29011786766.64
2021-06-30;2;Site do Banco (Internet Banking);Boletos e Convênios;Não aplicável;426551613;1172013010916.26
2021-06-30;2;Agências;Boletos e Convênios;Não aplicável;62417288;153609644023.90
2021-06-30;2;Correspondentes no País;Consulta Saldo/Extrato;Não aplicável;64673113;0.00
2021-06-30;2;Centrais de Atendimento;Boletos e Convênios;Não aplicável;303906;585831765.70
2021-06-30;2;Site do Banco (Internet Banking);Pix;Não aplicável;47343314;213550834652.24
2021-06-30;2;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Banco24Horas (Terceiros);113912077;0.00
2021-06-30;2;Centrais de Atendimento;Ordem de Transferência de Crédito;Não aplicável;335074;18311248351.95
2021-06-30;2;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Banco24Horas (Terceiros);173730;214208404.85
2021-06-30;2;Centrais de Atendimento;Outras não Financeiras;Não aplicável;41376415;0.00
2021-06-30;2;Posto de Atendimento Cooperativo;Saque;Não aplicável;19847792;13029753374.92
2021-06-30;2;Correspondentes no País;Empréstimos e Financiamentos;Não aplicável;12707658;45368279059.97
2021-06-30;2;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Cartão Próprio;251697295;0.00
2021-06-30;2;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);2633;59896.00
2021-06-30;2;Caixa Eletrônico;Depósito;Caixa Eletrônico / Banco24Horas (Terceiros);3329025;3554925614.00
2021-06-30;2;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Cartão Próprio;6397226;0.00
2021-06-30;2;Centrais de Atendimento;Empréstimos e Financiamentos;Não aplicável;808331;15165178252.27
2021-06-30;2;Aplicativo do Banco (Mobile Banking);Boletos e Convênios;Não aplicável;749588204;420670875895.95
2021-06-30;2;Correspondentes no País;Boletos e Convênios;Não aplicável;545505596;130981794028.64
2021-06-30;2;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Cartão Próprio;824298;1266383863.49
2021-06-30;2;Correspondentes no País;Outras Financeiras;Não aplicável;583;236432536.69
2021-06-30;2;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Acesso Restrito;57038423;33474205564.13
2021-06-30;2;Caixa Eletrônico;Pix;Caixa Eletrônico / Banco24Horas (Terceiros);2131;218260.00
2021-06-30;2;Agências;Depósito;Não aplicável;57767879;2578552554082.38
2021-06-30;2;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Cartão Próprio;19595308;9902838390.81
2021-06-30;2;Correspondentes no País;Saque;Não aplicável;143839572;74673335931.03
2021-06-30;2;Caixa Eletrônico;Pix;Caixa Eletrônico / Acesso Restrito;4;410.00
2021-06-30;2;Correspondentes no País;Ordem de Transferência de Crédito;Não aplicável;444319;1947462031.93
2021-06-30;2;Site do Banco (Internet Banking);Ordem de Transferência de Crédito;Não aplicável;235693662;5463060433430.79
2021-06-30;2;Caixa Eletrônico;Saque;Caixa Eletrônico / Cartão Próprio;111997353;56611316248.49
2021-06-30;2;Agências;Ordem de Transferência de Crédito;Não aplicável;68703167;3139898200936.32
2021-06-30;2;Posto de Atendimento Cooperativo;Boletos e Convênios;Não aplicável;59607804;57346601039.83
2021-06-30;2;Agências;Pix;Não aplicável;473207;446370819.72
2021-06-30;2;Agências;Outras Financeiras;Não aplicável;156114762;3452607870845.45
2021-06-30;2;Posto de Atendimento Cooperativo;Outras Financeiras;Não aplicável;107817;1853780279.92
2021-06-30;2;Correspondentes no País;Depósito;Não aplicável;111577166;52334678219.49
2021-06-30;2;Aplicativo do Banco (Mobile Banking);Empréstimos e Financiamentos;Não aplicável;235358628;33264521222.09
2021-06-30;2;Correspondentes no País;Outras não Financeiras;Não aplicável;2503189;0.00
2021-06-30;2;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Acesso Restrito;1188246;5673907402.45
2021-06-30;2;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Banco24Horas (Terceiros);1909269;5869179775.78
2021-06-30;2;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Banco24Horas (Terceiros);757249;599840091.93
2021-06-30;2;Site do Banco (Internet Banking);Outras Financeiras;Não aplicável;468341511;1412111483723.40
2021-06-30;2;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Acesso Restrito;11461828;6019685474.18
2021-06-30;2;Posto de Atendimento Cooperativo;Depósito;Não aplicável;7844688;14920834093.27
2021-06-30;2;Aplicativo do Banco (Mobile Banking);Outras Financeiras;Não aplicável;48383524;301798312126.12
2021-06-30;2;Site do Banco (Internet Banking);Consulta Saldo/Extrato;Não aplicável;2075818291;19.17
2021-06-30;2;Caixa Eletrônico;Depósito;Caixa Eletrônico / Acesso Restrito;157775281;159763208450.45
2021-06-30;2;Aplicativo do Banco (Mobile Banking);Ordem de Transferência de Crédito;Não aplicável;280170135;632913710299.39
2021-06-30;2;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Acesso Restrito;21799328;43017801853.82
2021-06-30;2;Caixa Eletrônico;Saque;Caixa Eletrônico / Acesso Restrito;298409435;191204547780.53
2021-06-30;2;Aplicativo do Banco (Mobile Banking);Outras não Financeiras;Não aplicável;3398981299;0.00
2021-06-30;2;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);86002;0.00
2021-06-30;2;Caixa Eletrônico;Depósito;Caixa Eletrônico / Cartão Próprio;42200742;53290596095.33
2021-06-30;2;Agências;Outras não Financeiras;Não aplicável;61681409;0.00
2021-06-30;2;Posto de Atendimento Cooperativo;Ordem de Transferência de Crédito;Não aplicável;6786920;90042000770.83
2021-06-30;2;Site do Banco (Internet Banking);Empréstimos e Financiamentos;Não aplicável;44310372;98265093429.92
2021-06-30;2;Agências;Empréstimos e Financiamentos;Não aplicável;137727168;304934201745.82
2021-06-30;2;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Cartão Próprio;5188043;7048879918.00
2021-06-30;2;Agências;Consulta Saldo/Extrato;Não aplicável;134528177;72.00
2021-06-30;2;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Acesso Restrito;227932660;0.00
2021-06-30;2;Agências;Saque;Não aplicável;35408822;238125231552.45
2021-06-30;2;Aplicativo do Banco (Mobile Banking);Consulta Saldo/Extrato;Não aplicável;10730699133;0.00
2021-06-30;2;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Acesso Restrito;122146378;0.00
2021-09-30;3;Aplicativo do Banco (Mobile Banking);Pix;Não aplicável;1569588291;749417256890.16
2021-09-30;3;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);35723;0.00
2021-09-30;3;Agências;Empréstimos e Financiamentos;Não aplicável;135400689;317791902195.32
2021-09-30;3;Centrais de Atendimento;Outras não Financeiras;Não aplicável;43134402;0.00
2021-09-30;3;Site do Banco (Internet Banking);Outras não Financeiras;Não aplicável;1361813739;0.00
2021-09-30;3;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Banco24Horas (Terceiros);157311;187810288.62
2021-09-30;3;Agências;Outras não Financeiras;Não aplicável;64153905;0.00
2021-09-30;3;Agências;Depósito;Não aplicável;58468429;2933265471172.48
2021-09-30;3;Site do Banco (Internet Banking);Pix;Não aplicável;60144401;267641319884.55
2021-09-30;3;Aplicativo do Banco (Mobile Banking);Empréstimos e Financiamentos;Não aplicável;242797871;36451754511.65
2021-09-30;3;Posto de Atendimento Cooperativo;Saque;Não aplicável;24457821;14016158908.49
2021-09-30;3;Agências;Saque;Não aplicável;38142201;241084797622.24
2021-09-30;3;Agências;Pix;Não aplicável;811104;318742956.84
2021-09-30;3;Caixa Eletrônico;Saque;Caixa Eletrônico / Cartão Próprio;110182135;55230059926.00
2021-09-30;3;Posto de Atendimento Cooperativo;Outras Financeiras;Não aplicável;123850;2138925358.89
2021-09-30;3;Site do Banco (Internet Banking);Boletos e Convênios;Não aplicável;438596056;1262982227073.34
2021-09-30;3;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Cartão Próprio;8506983;0.00
2021-09-30;3;Agências;Ordem de Transferência de Crédito;Não aplicável;55514437;3266614668717.77
2021-09-30;3;Centrais de Atendimento;Outras Financeiras;Não aplicável;424192;115194918441.84
2021-09-30;3;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Acesso Restrito;118275075;0.00
2021-09-30;3;Site do Banco (Internet Banking);Empréstimos e Financiamentos;Não aplicável;41119908;111448529010.21
2021-09-30;3;Correspondentes no País;Empréstimos e Financiamentos;Não aplicável;12220732;47369697504.09
2021-09-30;3;Agências;Consulta Saldo/Extrato;Não aplicável;141730816;0.00
2021-09-30;3;Correspondentes no País;Consulta Saldo/Extrato;Não aplicável;61669189;0.00
2021-09-30;3;Caixa Eletrônico;Saque;Caixa Eletrônico / Banco24Horas (Terceiros);323896104;112437559410.95
2021-09-30;3;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Banco24Horas (Terceiros);1645907;6891343427.12
2021-09-30;3;Caixa Eletrônico;Depósito;Caixa Eletrônico / Banco24Horas (Terceiros);3670310;3790639759.00
2021-09-30;3;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Cartão Próprio;5284365;7670723600.73
2021-09-30;3;Caixa Eletrônico;Depósito;Caixa Eletrônico / Cartão Próprio;41065355;52287581282.33
2021-09-30;3;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Cartão Próprio;738542;1276548755.99
2021-09-30;3;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Cartão Próprio;1053552;30468683504.40
2021-09-30;3;Caixa Eletrônico;Saque;Caixa Eletrônico / Acesso Restrito;297540511;183043195018.13
2021-09-30;3;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Acesso Restrito;49469078;30648709904.40
2021-09-30;3;Site do Banco (Internet Banking);Outras Financeiras;Não aplicável;494710854;1508506888035.17
2021-09-30;3;Aplicativo do Banco (Mobile Banking);Outras não Financeiras;Não aplicável;3152047875;0.00
2021-09-30;3;Posto de Atendimento Cooperativo;Depósito;Não aplicável;9071371;14625687218.63
2021-09-30;3;Posto de Atendimento Cooperativo;Ordem de Transferência de Crédito;Não aplicável;6136109;85603560384.34
2021-09-30;3;Correspondentes no País;Outras Financeiras;Não aplicável;240556;298262648.90
2021-09-30;3;Agências;Outras Financeiras;Não aplicável;174017189;3892904867680.40
2021-09-30;3;Centrais de Atendimento;Boletos e Convênios;Não aplicável;297078;411475034.18
2021-09-30;3;Agências;Boletos e Convênios;Não aplicável;68475509;149125500563.54
2021-09-30;3;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Cartão Próprio;242827412;0.00
2021-09-30;3;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);3741;20482.00
2021-09-30;3;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Acesso Restrito;1253221;12256994215.93
2021-09-30;3;Aplicativo do Banco (Mobile Banking);Outras Financeiras;Não aplicável;52782110;196427021773.61
2021-09-30;3;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Cartão Próprio;18088024;9424194965.43
2021-09-30;3;Correspondentes no País;Ordem de Transferência de Crédito;Não aplicável;668195;21185531607.62
2021-09-30;3;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Acesso Restrito;19257662;42446450605.12
2021-09-30;3;Aplicativo do Banco (Mobile Banking);Ordem de Transferência de Crédito;Não aplicável;285755449;689144619608.03
2021-09-30;3;Caixa Eletrônico;Pix;Caixa Eletrônico / Acesso Restrito;43;10760.00
2021-09-30;3;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Banco24Horas (Terceiros);670333;548342744.52
2021-09-30;3;Correspondentes no País;Outras não Financeiras;Não aplicável;2858543;0.00
2021-09-30;3;Correspondentes no País;Saque;Não aplicável;129970842;69577779755.97
2021-09-30;3;Correspondentes no País;Depósito;Não aplicável;111098785;53810344392.73
2021-09-30;3;Posto de Atendimento Cooperativo;Boletos e Convênios;Não aplicável;62883786;62557261418.06
2021-09-30;3;Site do Banco (Internet Banking);Consulta Saldo/Extrato;Não aplicável;2130933244;13.50
2021-09-30;3;Centrais de Atendimento;Empréstimos e Financiamentos;Não aplicável;822948;12060603756.56
2021-09-30;3;Centrais de Atendimento;Ordem de Transferência de Crédito;Não aplicável;278282;21477022779.98
2021-09-30;3;Caixa Eletrônico;Pix;Caixa Eletrônico / Banco24Horas (Terceiros);40363;6886500.00
2021-09-30;3;Centrais de Atendimento;Consulta Saldo/Extrato;Não aplicável;132176619;0.00
2021-09-30;3;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Banco24Horas (Terceiros);104923363;0.00
2021-09-30;3;Aplicativo do Banco (Mobile Banking);Boletos e Convênios;Não aplicável;770969722;463963526966.58
2021-09-30;3;Caixa Eletrônico;Depósito;Caixa Eletrônico / Acesso Restrito;162665854;163249982655.02
2021-09-30;3;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Acesso Restrito;12566654;6415445097.21
2021-09-30;3;Site do Banco (Internet Banking);Ordem de Transferência de Crédito;Não aplicável;210912992;5671353567503.88
2021-09-30;3;Aplicativo do Banco (Mobile Banking);Consulta Saldo/Extrato;Não aplicável;11909800460;0.00
2021-09-30;3;Correspondentes no País;Boletos e Convênios;Não aplicável;535301774;131178696047.95
2021-09-30;3;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Acesso Restrito;212141559;0.00
2021-12-31;4;Posto de Atendimento Cooperativo;Boletos e Convênios;Não aplicável;64424701;67259793079.91
2021-12-31;4;Site do Banco (Internet Banking);Outras Financeiras;Não aplicável;538437519;1576335452807.86
2021-12-31;4;Caixa Eletrônico;Saque;Caixa Eletrônico / Banco24Horas (Terceiros);328732227;115577085822.45
2021-12-31;4;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Cartão Próprio;4880836;7076564230.98
2021-12-31;4;Caixa Eletrônico;Depósito;Caixa Eletrônico / Banco24Horas (Terceiros);3916546;4035047595.96
2021-12-31;4;Correspondentes no País;Empréstimos e Financiamentos;Não aplicável;12142556;43779218689.74
2021-12-31;4;Centrais de Atendimento;Outras não Financeiras;Não aplicável;46852332;0.00
2021-12-31;4;Site do Banco (Internet Banking);Outras não Financeiras;Não aplicável;1364469250;0.00
2021-12-31;4;Agências;Depósito;Não aplicável;55997983;2777575244286.65
2021-12-31;4;Correspondentes no País;Boletos e Convênios;Não aplicável;524555014;136370826765.79
2021-12-31;4;Centrais de Atendimento;Outras Financeiras;Não aplicável;441847;125693616799.77
2021-12-31;4;Site do Banco (Internet Banking);Boletos e Convênios;Não aplicável;397906446;1324109374254.00
2021-12-31;4;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Acesso Restrito;195326972;0.00
2021-12-31;4;Posto de Atendimento Cooperativo;Depósito;Não aplicável;10781662;14616253031.56
2021-12-31;4;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Banco24Horas (Terceiros);648309;555408003.10
2021-12-31;4;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Acesso Restrito;1251994;31531347622.78
2021-12-31;4;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Acesso Restrito;15833252;36181139629.63
2021-12-31;4;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Acesso Restrito;43776220;28634614017.93
2021-12-31;4;Correspondentes no País;Outras Financeiras;Não aplicável;272;70639560.34
2021-12-31;4;Agências;Empréstimos e Financiamentos;Não aplicável;146909691;355100225493.86
2021-12-31;4;Aplicativo do Banco (Mobile Banking);Consulta Saldo/Extrato;Não aplicável;14125618365;0.00
2021-12-31;4;Agências;Outras não Financeiras;Não aplicável;61015945;0.00
2021-12-31;4;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Cartão Próprio;982983;31727784268.45
2021-12-31;4;Aplicativo do Banco (Mobile Banking);Outras Financeiras;Não aplicável;69316427;177463540425.25
2021-12-31;4;Posto de Atendimento Cooperativo;Outras Financeiras;Não aplicável;85647;1484886076.93
2021-12-31;4;Caixa Eletrônico;Saque;Caixa Eletrônico / Acesso Restrito;291663886;176382008135.42
2021-12-31;4;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Cartão Próprio;239899830;0.00
2021-12-31;4;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Cartão Próprio;613484;1126709893.66
2021-12-31;4;Agências;Consulta Saldo/Extrato;Não aplicável;131007160;0.00
2021-12-31;4;Correspondentes no País;Saque;Não aplicável;134975769;73592399480.49
2021-12-31;4;Posto de Atendimento Cooperativo;Ordem de Transferência de Crédito;Não aplicável;4064263;55430600163.08
2021-12-31;4;Correspondentes no País;Depósito;Não aplicável;105530855;56292260085.62
2021-12-31;4;Centrais de Atendimento;Boletos e Convênios;Não aplicável;334770;589425856.36
2021-12-31;4;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Banco24Horas (Terceiros);104719155;0.00
2021-12-31;4;Site do Banco (Internet Banking);Ordem de Transferência de Crédito;Não aplicável;227108209;5982184135801.42
2021-12-31;4;Aplicativo do Banco (Mobile Banking);Outras não Financeiras;Não aplicável;3055685447;0.00
2021-12-31;4;Caixa Eletrônico;Depósito;Caixa Eletrônico / Cartão Próprio;38582125;50064289996.21
2021-12-31;4;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Cartão Próprio;16371495;8774912157.96
2021-12-31;4;Site do Banco (Internet Banking);Consulta Saldo/Extrato;Não aplicável;2162435286;13.41
2021-12-31;4;Caixa Eletrônico;Saque;Caixa Eletrônico / Cartão Próprio;112422377;57203123563.20
2021-12-31;4;Agências;Saque;Não aplicável;38854364;274318653631.96
2021-12-31;4;Posto de Atendimento Cooperativo;Saque;Não aplicável;29487213;14828696283.92
2021-12-31;4;Aplicativo do Banco (Mobile Banking);Pix;Não aplicável;1995321516;822595632938.79
2021-12-31;4;Agências;Pix;Não aplicável;977406;605211630.06
2021-12-31;4;Aplicativo do Banco (Mobile Banking);Ordem de Transferência de Crédito;Não aplicável;384217903;870940431752.63
2021-12-31;4;Site do Banco (Internet Banking);Empréstimos e Financiamentos;Não aplicável;40504344;116147981945.92
2021-12-31;4;Caixa Eletrônico;Pix;Caixa Eletrônico / Banco24Horas (Terceiros);156442;31211574.00
2021-12-31;4;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Cartão Próprio;8440047;0.00
2021-12-31;4;Centrais de Atendimento;Consulta Saldo/Extrato;Não aplicável;136776767;0.00
2021-12-31;4;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);39647;0.00
2021-12-31;4;Agências;Outras Financeiras;Não aplicável;183586416;3809602335551.15
2021-12-31;4;Correspondentes no País;Outras não Financeiras;Não aplicável;2516228;0.00
2021-12-31;4;Correspondentes no País;Ordem de Transferência de Crédito;Não aplicável;344480;1515359417.67
2021-12-31;4;Caixa Eletrônico;Depósito;Caixa Eletrônico / Acesso Restrito;131684223;134368250635.07
2021-12-31;4;Centrais de Atendimento;Ordem de Transferência de Crédito;Não aplicável;266765;19694962383.37
2021-12-31;4;Aplicativo do Banco (Mobile Banking);Empréstimos e Financiamentos;Não aplicável;238819963;36414646922.41
2021-12-31;4;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Banco24Horas (Terceiros);162366;212138830.54
2021-12-31;4;Centrais de Atendimento;Empréstimos e Financiamentos;Não aplicável;716067;11087984851.71
2021-12-31;4;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Banco24Horas (Terceiros);1512103;13913596701.50
2021-12-31;4;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Acesso Restrito;123632405;0.00
2021-12-31;4;Site do Banco (Internet Banking);Pix;Não aplicável;77368173;375081724972.55
2021-12-31;4;Agências;Ordem de Transferência de Crédito;Não aplicável;59881334;3370360533023.14
2021-12-31;4;Aplicativo do Banco (Mobile Banking);Boletos e Convênios;Não aplicável;872819630;553366081629.78
2021-12-31;4;Correspondentes no País;Consulta Saldo/Extrato;Não aplicável;61595498;0.00
