data_trimestre;trimestre;bandeira;funcao;categoria;modalidade;qtd_cartoes_emitidos;qtd_cartoes_ativos;qtd_transacoes_nacionais;valor_transacoes_nacionais;qtd_transacoes_internacionais;valor_transacoes_internacionais
2021-09-30;3;VISA;Pré-Pago;Básico Internacional;Puro;15489971;5996387;61947498;3052086958.76;271476;51486708.17
2021-09-30;3;VISA;Crédito;Básico Nacional;Puro;10583918;6826933;159219746;12927285667.57;168795;24311151.08
2021-09-30;3;MasterCard;Crédito;Básico Nacional;Co-branded;13231055;908643;13305070;1709877726.78;229;44555.10
2021-09-30;3;VISA;Crédito;Corporativo;Puro;589488;266813;3911695;1445179426.58;92913;134748446.64
2021-09-30;3;VISA;Débito;Intermediário;Puro;3745393;2347388;59581444;4814915281.42;490;101638.63
2021-09-30;3;VISA;Crédito;Básico Internacional;Puro;12781957;7635737;176764639;17364962038.43;503286;89137753.71
2021-09-30;3;VISA;Crédito;Intermediário;Co-branded;2394820;1664385;25727687;2583806933.84;56028;12285156.86
2021-09-30;3;MasterCard;Crédito;Outros;Co-branded;1071586;23;4;101.15;0;0.00
2021-09-30;3;MasterCard;Crédito;Básico Internacional;Puro;34019957;13082952;194155266;17841899794.22;630828;124920622.49
2021-09-30;3;MasterCard;Débito;Premium;Co-branded;109379;21745;357840;29218385.14;72;33153.77
2021-09-30;3;MasterCard;Débito;Intermediário;Puro;56452052;34346643;716844107;43755350530.47;21255;4701901.12
2021-09-30;3;MasterCard;Crédito;Básico Internacional;Híbrido;833420;601036;6984796;696089375.93;22558;2748953.74
2021-09-30;3;MasterCard;Débito;Empresarial;Co-branded;291455;85036;2157939;155978700.95;19;8485.96
2021-09-30;3;MasterCard;Crédito;Premium;Híbrido;2604;2334;278056;83096097.47;4919;4687358.15
2021-09-30;3;MasterCard;Pré-Pago;Empresarial;Puro;509539;210269;6887694;423108177.69;0;0.00
2021-09-30;3;VISA;Pré-Pago;Outros;Puro;18786125;6039193;108683166;5053125032.17;201324;26462967.43
2021-09-30;3;MasterCard;Crédito;Platinum;Co-branded;604160;476135;15469144;2824075182.43;115373;41529837.35
2021-09-30;3;MasterCard;Pré-Pago;Premium;Puro;8012;4315;48218;2878896.24;0;0.00
2021-09-30;3;VISA;Crédito;Premium;Híbrido;10873;9924;1368785;384321660.33;22353;17707051.40
2021-09-30;3;Elo;Pré-Pago;Intermediário;Puro;3391516;177783;230653;37721542.08;0;0.00
2021-09-30;3;VISA;Crédito;Intermediário;Puro;20021046;13243519;277751830;32224677406.97;685307;146820165.74
2021-09-30;3;Elo;Pré-Pago;Outros;Puro;194283;26868;232376;19478609.86;9;279.71
2021-09-30;3;Hipercard;Crédito;Intermediário;Puro;5625;1937;22806;2071973.37;1;0.01
2021-09-30;3;VISA;Débito;Básico Internacional;Puro;130047384;43677138;878558353;60855197280.54;26136;6996736.96
2021-09-30;3;MasterCard;Crédito;Corporativo;Puro;143177;79469;2622925;926520564.28;70836;105918762.98
2021-09-30;3;MasterCard;Pré-Pago;Básico Internacional;Puro;1016;711;194;10671.12;0;0.00
2021-09-30;3;Elo;Débito;Básico Nacional;Puro;190446455;67003336;943992770;57773643218.21;0;0.00
2021-09-30;3;VISA;Crédito;Platinum;Co-branded;380681;306435;10499292;2007395811.18;72618;27560388.75
2021-09-30;3;MasterCard;Pré-Pago;Outros;Puro;16618487;3988589;27314491;1533805851.60;179320;28392753.56
2021-09-30;3;Elo;Débito;Outros;Híbrido;6088;1741;40934;106363.86;0;0.00
2021-09-30;3;American Express;Crédito;Empresarial;Puro;21590;16256;472011;260144763.84;17014;23845819.99
2021-09-30;3;VISA;Crédito;Intermediário;Híbrido;1027686;660453;15427570;2380984517.93;55795;14424294.73
2021-09-30;3;American Express;Crédito;Básico Nacional;Puro;57294;42971;880215;119575230.24;3599;1113418.08
2021-09-30;3;MasterCard;Débito;Platinum;Puro;657270;349790;8224967;763250095.03;1695;747850.27
2021-09-30;3;Elo;Crédito;Básico Internacional;Co-branded;693590;573455;2227803;315018800.49;377;38895.33
2021-09-30;3;VISA;Crédito;Básico Internacional;Híbrido;6145636;3830580;49440257;5629384999.98;104654;17437503.22
2021-09-30;3;Elo;Crédito;Básico Internacional;Puro;5250114;2329096;45389176;6607382568.87;30919;13421563.31
2021-09-30;3;Elo;Crédito;Empresarial;Puro;505686;265229;5382890;1364172183.20;5897;2787617.79
2021-09-30;3;MasterCard;Pré-Pago;Platinum;Puro;3710318;2140982;49109754;2423674242.24;0;0.00
2021-09-30;3;MasterCard;Débito;Intermediário;Co-branded;7421915;7118456;1485065;78607069.48;22;11356.53
2021-09-30;3;MasterCard;Débito;Outros;Puro;512945;134841;2023340;92438172.97;207;60761.55
2021-09-30;3;Outras;Débito;Outros;Puro;3456113;1807797;42458780;3976732984.82;0;0.00
2021-09-30;3;VISA;Crédito;Premium;Puro;2342698;1788628;105193460;21031348256.81;951281;603091293.58
2021-09-30;3;MasterCard;Pré-Pago;Intermediário;Puro;25120082;14507374;438327831;16297156407.39;0;0.00
2021-09-30;3;Elo;Crédito;Premium;Puro;41389;12855;1460795;281838595.45;1772;1087341.90
2021-09-30;3;VISA;Débito;Empresarial;Puro;1595215;651353;21125349;2760059540.76;1686;538302.17
2021-09-30;3;MasterCard;Crédito;Básico Nacional;Puro;5849286;3112566;35574818;3190193560.11;22616;1746931.89
2021-09-30;3;MasterCard;Crédito;Intermediário;Híbrido;4730528;4481170;68379397;9656155824.73;20135;3483299.89
2021-09-30;3;VISA;Crédito;Premium;Co-branded;26056;20533;1082015;400757587.87;11393;8722161.30
2021-09-30;3;VISA;Crédito;Empresarial;Co-branded;2447;927;11126;10755682.40;56;12680.83
2021-09-30;3;VISA;Débito;Básico Internacional;Híbrido;61000;3500;22186;1073230.01;0;0.00
2021-09-30;3;American Express;Crédito;Intermediário;Puro;470445;334998;8313945;1416219957.40;57388;24644122.19
2021-09-30;3;VISA;Débito;Premium;Puro;615164;319925;9344017;1008930504.29;231;45454.26
2021-09-30;3;MasterCard;Crédito;Básico Nacional;Híbrido;3981522;1662074;17582744;1462023290.90;0;0.00
2021-09-30;3;Elo;Crédito;Outros;Puro;334576;210082;6786873;1309237866.73;9221;7082388.09
2021-09-30;3;Elo;Crédito;Outros;Híbrido;6088;1741;40934;106363.86;0;0.00
2021-09-30;3;MasterCard;Crédito;Outros;Puro;203054;33621;867148;92428724.34;2063;686721.96
2021-09-30;3;American Express;Crédito;Corporativo;Puro;79551;59836;943462;524014583.80;35060;73891753.58
2021-09-30;3;MasterCard;Crédito;Premium;Co-branded;161880;116145;4243520;1136854505.74;68794;46091810.39
2021-09-30;3;VISA;Crédito;Básico Internacional;Co-branded;8289294;2989941;22776001;2242011773.07;32555;4463477.80
2021-09-30;3;MasterCard;Débito;Platinum;Co-branded;207146;35924;803693;52812159.58;35;14124.67
2021-09-30;3;Elo;Pré-Pago;Básico Internacional;Puro;5363945;3442802;25606086;1136461652.18;373;78017.62
2021-09-30;3;Elo;Débito;Básico Internacional;Puro;55310;46396;235426;14015034.17;0;0.00
2021-09-30;3;Bandeira própria;Crédito;Outros;Puro;298002;142148;1774013;193359891.57;0;0.00
2021-09-30;3;MasterCard;Crédito;Platinum;Híbrido;133590;72677;3198464;578346452.34;19529;6540014.49
2021-09-30;3;Outras;Crédito;Outros;Puro;144854;101235;78974;20887339.14;0;0.00
2021-09-30;3;Bandeira própria;Débito;Outros;Puro;1177660;504518;4951051;361757453.37;0;0.00
2021-09-30;3;American Express;Crédito;Premium;Puro;425658;327600;10401286;2921995387.49;191562;207424447.50
2021-09-30;3;Outras;Crédito;Outros;Co-branded;29373;12;11;210.44;0;0.00
2021-09-30;3;MasterCard;Débito;Premium;Puro;223673;116537;1976874;218968966.45;680;414464.22
2021-09-30;3;MasterCard;Débito;Básico Internacional;Puro;41427688;16717620;540149718;37953321607.48;40986;11991743.38
2021-09-30;3;MasterCard;Débito;Básico Internacional;Co-branded;2963610;1897189;66240497;2027893965.40;273;106084.50
2021-09-30;3;VISA;Crédito;Platinum;Híbrido;346990;217069;8858120;1613752107.00;58187;21010923.17
2021-09-30;3;Hipercard;Crédito;Empresarial;Puro;1700;1076;8685;4052563.98;1;0.01
2021-09-30;3;VISA;Pré-Pago;Empresarial;Puro;3361;1982;34324;3888509.06;0;0.00
2021-09-30;3;MasterCard;Crédito;Empresarial;Puro;3576119;2074505;31504937;7769174545.95;372931;238469898.60
2021-09-30;3;VISA;Pré-Pago;Básico Internacional;Co-branded;7064;40;160;26708.40;0;0.00
2021-09-30;3;Bandeira própria;Crédito;Outros;Híbrido;701885;365253;3441618;524880721.58;0;0.00
2021-09-30;3;VISA;Débito;Básico Nacional;Puro;12012924;6234746;158058822;10843286214.70;1238;189503.06
2021-09-30;3;Elo;Débito;Empresarial;Puro;944685;380497;8581457;1217638095.37;0;0.00
2021-09-30;3;MasterCard;Crédito;Básico Internacional;Co-branded;9803298;3483954;34094961;3068544298.93;75041;9978748.10
2021-12-31;4;VISA;Pré-Pago;Corporativo;Puro;843178;75388;3255928;326169705.28;156888;49738476.63
2021-12-31;4;VISA;Débito;Básico Nacional;Co-branded;199;58;58;4119.23;0;0.00
2021-12-31;4;Elo;Crédito;Básico Internacional;Puro;5132449;2408348;48870010;7529128548.56;33979;15603226.43
2021-12-31;4;MasterCard;Crédito;Básico Internacional;Puro;41778150;15328610;215851373;20597265009.79;729678;152293108.31
2021-12-31;4;MasterCard;Débito;Premium;Puro;227325;117873;2432838;266643922.23;752;514272.46
2021-12-31;4;Elo;Débito;Básico Nacional;Puro;185205697;64000866;939557377;58197109052.53;0;0.00
2021-12-31;4;VISA;Débito;Básico Internacional;Co-branded;19816;2767;79648;7435796.77;0;0.00
2021-12-31;4;Elo;Pré-Pago;Básico Nacional;Puro;4225964;115919;227810;9015065.24;90;3513.36
2021-12-31;4;VISA;Crédito;Básico Nacional;Puro;10642006;7324638;186052704;15651316125.93;190671;32492829.37
2021-12-31;4;VISA;Pré-Pago;Outros;Puro;20003962;6490821;119765865;5857374482.97;199516;29943421.04
2021-12-31;4;MasterCard;Pré-Pago;Outros;Puro;17542452;3338673;28113597;1653600055.51;175497;30136428.06
2021-12-31;4;MasterCard;Crédito;Básico Nacional;Co-branded;13257851;919575;14078387;1908852573.59;188;165709.91
2021-12-31;4;American Express;Crédito;Corporativo;Puro;79824;60357;761439;374671194.44;31333;71927524.06
2021-12-31;4;Elo;Pré-Pago;Intermediário;Puro;5273377;214250;515026;61135176.12;0;0.00
2021-12-31;4;MasterCard;Crédito;Empresarial;Co-branded;295892;71734;476141;125868014.10;2710;1508474.09
2021-12-31;4;MasterCard;Débito;Básico Internacional;Co-branded;3462758;2184582;88653545;2809136747.38;413;100047.83
2021-12-31;4;VISA;Débito;Empresarial;Puro;1498017;565451;22049316;2933822128.09;1841;550268.05
2021-12-31;4;MasterCard;Crédito;Platinum;Co-branded;701919;559768;17675110;3225435102.86;154296;58735717.52
2021-12-31;4;VISA;Crédito;Platinum;Puro;8162164;5899304;238204155;36987057386.12;1532219;593705361.84
2021-12-31;4;VISA;Crédito;Premium;Co-branded;39684;32844;1809888;618639344.24;28526;20209358.59
2021-12-31;4;VISA;Débito;Corporativo;Puro;315351;3;1;12450.07;2;44.72
2021-12-31;4;VISA;Crédito;Platinum;Co-branded;529699;435580;15539316;2780870728.87;110370;46323621.79
2021-12-31;4;VISA;Crédito;Básico Internacional;Puro;13633134;8074207;195207781;19906056253.04;557470;113634038.99
2021-12-31;4;Outras;Crédito;Outros;Co-branded;31963;11;9;2269.44;0;0.00
2021-12-31;4;MasterCard;Débito;Empresarial;Puro;1200698;355168;10953102;816626673.24;16;19431.63
2021-12-31;4;MasterCard;Débito;Outros;Puro;630093;184003;2727605;131139633.72;528;196664.89
2021-12-31;4;VISA;Pré-Pago;Empresarial;Puro;3702;2093;36053;4348750.62;0;0.00
2021-12-31;4;VISA;Débito;Intermediário;Puro;5111402;2897847;77041191;5929834237.46;946;183441.59
2021-12-31;4;Outras;Crédito;Outros;Puro;133917;99797;75786;18410544.19;4;218.75
2021-12-31;4;VISA;Débito;Básico Internacional;Puro;135696188;48001291;1042456106;71764119115.26;22025;5345842.30
2021-12-31;4;VISA;Crédito;Intermediário;Puro;23580049;15324709;328274924;38768936285.96;833153;196941019.23
2021-12-31;4;Elo;Crédito;Intermediário;Puro;5058816;2057558;33106438;3729660696.61;24631;2241318.67
2021-12-31;4;VISA;Débito;Premium;Puro;639171;319451;10906614;1197767263.73;394;94157.21
2021-12-31;4;VISA;Crédito;Premium;Puro;2706796;2075500;126131995;26226937534.75;1454289;950842923.82
2021-12-31;4;American Express;Crédito;Básico Nacional;Puro;55548;41603;910289;127548634.54;3604;1159431.58
2021-12-31;4;Elo;Pré-Pago;Básico Internacional;Puro;5419684;3538926;27126695;1239329431.15;413;89518.83
2021-12-31;4;VISA;Pré-Pago;Básico Nacional;Puro;6357255;1354021;13068084;1834193558.77;58;13864.31
2021-12-31;4;MasterCard;Crédito;Premium;Híbrido;2538;2182;300190;87636741.01;6631;5095872.62
2021-12-31;4;MasterCard;Crédito;Premium;Co-branded;186573;139361;5025011;1380480285.70;100657;66818052.44
2021-12-31;4;VISA;Crédito;Básico Internacional;Híbrido;6663012;3930897;54156057;6164703465.99;108138;20775723.55
2021-12-31;4;Outras;Débito;Outros;Puro;3436368;1800499;47970105;4534937223.14;0;0.00
2021-12-31;4;Bandeira própria;Crédito;Outros;Híbrido;695074;357359;3530048;546847924.32;0;0.00
2021-12-31;4;American Express;Crédito;Platinum;Puro;120;120;120;9426.77;0;0.00
2021-12-31;4;Hipercard;Crédito;Empresarial;Puro;1672;1037;8996;4142592.28;1;0.01
2021-12-31;4;MasterCard;Crédito;Básico Internacional;Híbrido;1340128;684876;6594825;723914790.22;24130;3312828.21
2021-12-31;4;American Express;Crédito;Empresarial;Puro;21520;16309;507642;323168909.18;19173;26486821.51
2021-12-31;4;VISA;Crédito;Intermediário;Híbrido;1011772;640979;16603467;2615051973.95;65587;17820817.50
2021-12-31;4;VISA;Débito;Platinum;Puro;1880311;983392;41714744;4054121071.44;536;113025.86
2021-12-31;4;VISA;Débito;Outros;Puro;782;136;8061;470188.13;0;0.00
2021-12-31;4;Elo;Crédito;Premium;Puro;55627;48417;1855029;380397598.82;3488;2165094.26
2021-12-31;4;Elo;Crédito;Outros;Puro;418704;250959;8316208;1619238315.63;13067;8966040.81
2021-12-31;4;VISA;Crédito;Corporativo;Puro;541293;281725;4415556;1972336346.48;133191;174789972.80
2021-12-31;4;VISA;Crédito;Empresarial;Puro;1915760;1156870;31902312;8997790414.46;353697;323225749.28
2021-12-31;4;MasterCard;Pré-Pago;Intermediário;Puro;28840289;17479661;589234892;22805476310.32;0;0.00
2021-12-31;4;American Express;Crédito;Premium;Puro;462323;352629;11856428;3520048325.43;237910;260999289.22
2021-12-31;4;VISA;Crédito;Empresarial;Híbrido;44858;15667;195412;225698967.06;0;0.00
2021-12-31;4;Hipercard;Crédito;Intermediário;Puro;5121;1804;22191;2188635.26;1;0.01
2021-12-31;4;MasterCard;Débito;Platinum;Puro;594505;307311;9370682;870794295.88;4459;2843911.50
2021-12-31;4;MasterCard;Crédito;Outros;Híbrido;17504866;6408382;80469745;8764760079.71;101190;14950432.96
2021-12-31;4;Bandeira própria;Crédito;Outros;Co-branded;5656444;1114932;4290797;529147383.74;0;0.00
2021-12-31;4;MasterCard;Crédito;Empresarial;Híbrido;42602;32093;496095;138498746.75;5780;3065134.09
2021-12-31;4;VISA;Crédito;Platinum;Híbrido;339376;208459;9510219;1781815802.26;70690;28489809.30
2021-12-31;4;MasterCard;Débito;Básico Internacional;Puro;40034629;15651628;545933438;39086595270.33;47713;13480012.87
2021-12-31;4;MasterCard;Pré-Pago;Empresarial;Puro;689169;274959;10048714;639256384.97;0;0.00
2021-12-31;4;MasterCard;Pré-Pago;Outros;Co-branded;12736;11523;11919;427705.00;148;7507.00
2021-12-31;4;MasterCard;Crédito;Intermediário;Co-branded;22438920;11682766;114184541;14700695684.19;176971;33820727.73
2021-12-31;4;VISA;Crédito;Outros;Híbrido;4848037;631819;9733824;1224819757.56;13752;2819929.83
2021-12-31;4;Bandeira própria;Crédito;Outros;Puro;292707;132127;1768686;203539542.61;0;0.00
2021-12-31;4;VISA;Crédito;Outros;Puro;5081243;2107290;25867751;2572745802.86;79288;48280220.57
2021-12-31;4;VISA;Débito;Básico Internacional;Híbrido;157848;11366;107527;5953958.47;0;0.00
2021-12-31;4;Elo;Crédito;Empresarial;Puro;507197;268219;5866848;1548717139.49;5719;3237661.22
2021-12-31;4;MasterCard;Crédito;Platinum;Puro;12442557;10163348;395394608;50020351956.51;2903689;738896393.03
2021-12-31;4;Elo;Débito;Outros;Híbrido;2373;284;4774;1891164.69;0;0.00
2021-12-31;4;MasterCard;Crédito;Platinum;Híbrido;131868;69877;3420231;632546737.82;23239;8751256.27
2021-12-31;4;MasterCard;Débito;Platinum;Co-branded;239199;45307;1108612;75315527.09;97;25529.83
2021-12-31;4;MasterCard;Crédito;Básico Internacional;Co-branded;10708895;3861347;47233947;4238729191.31;87665;12962344.65
2021-12-31;4;VISA;Pré-Pago;Básico Internacional;Puro;16609832;6652627;72201172;3727711788.31;413383;80571673.82
2021-12-31;4;MasterCard;Crédito;Básico Nacional;Puro;5693766;3015870;35603854;3311025628.93;16603;1446677.11
2021-12-31;4;MasterCard;Crédito;Empresarial;Puro;4056949;2297062;35639326;9057411993.37;411942;278753260.42
2021-12-31;4;MasterCard;Débito;Intermediário;Puro;58872419;35137294;796174835;49407630375.28;28985;6909675.32
2021-12-31;4;Elo;Débito;Empresarial;Puro;952733;375217;8909985;1299847892.18;0;0.00
2021-12-31;4;VISA;Crédito;Básico Nacional;Híbrido;7593600;3829685;34821194;3770849211.29;19;1612.32
2021-12-31;4;MasterCard;Débito;Empresarial;Co-branded;320982;87470;2083483;156089677.98;29;40993.32
2021-12-31;4;MasterCard;Crédito;Intermediário;Puro;61807806;42059556;910530370;85987908299.15;3917665;546830198.36
2021-12-31;4;Elo;Crédito;Intermediário;Co-branded;99408;84509;511742;107630728.58;0;0.00
2021-12-31;4;VISA;Crédito;Empresarial;Co-branded;952;777;10501;9300323.11;82;14434.07
2021-12-31;4;MasterCard;Crédito;Corporativo;Puro;153089;84731;3067383;1282581009.95;116975;148122336.55
2021-12-31;4;MasterCard;Pré-Pago;Básico Internacional;Puro;1102;734;559;24249.36;0;0.00
2021-12-31;4;MasterCard;Pré-Pago;Platinum;Puro;3973125;2379874;61434153;3139220758.50;0;0.00
2021-12-31;4;Elo;Crédito;Platinum;Puro;90980;60146;1724051;278631906.35;2002;497723.35
2021-12-31;4;MasterCard;Débito;Premium;Co-branded;124654;24461;427843;36021163.31;117;53415.85
2021-12-31;4;Hipercard;Crédito;Platinum;Puro;2186893;2053870;36896438;6097236557.23;1;0.01
2021-12-31;4;Elo;Débito;Básico Internacional;Puro;53547;46786;342529;19868511.86;0;0.00
2021-12-31;4;VISA;Crédito;Básico Internacional;Co-branded;9055825;3428807;26066426;2718521162.37;34330;4333192.81
2021-12-31;4;VISA;Crédito;Intermediário;Co-branded;5516154;4229165;55711608;6201755249.70;127775;22008104.73
2021-12-31;4;Bandeira própria;Crédito;Básico Nacional;Co-branded;1598596;528985;3018618;560678462.07;0;0.00
2021-12-31;4;Elo;Crédito;Outros;Híbrido;2373;284;67878;20203132.31;0;0.00
2021-12-31;4;VISA;Crédito;Premium;Híbrido;10625;9561;1458727;422087799.69;31007;22821009.16
2021-12-31;4;MasterCard;Pré-Pago;Premium;Puro;27477;10995;137563;8616414.51;0;0.00
2021-12-31;4;MasterCard;Pré-Pago;Básico Nacional;Puro;306053;199118;1059240;138683534.16;6874;708635.99
2021-12-31;4;MasterCard;Débito;Básico Nacional;Puro;554378;329163;11282241;895511175.47;18;19082.70
2021-12-31;4;MasterCard;Crédito;Outros;Co-branded;1071479;17;4;65.97;0;0.00
2021-12-31;4;MasterCard;Débito;Intermediário;Co-branded;9231788;8923645;1488177;82989881.09;56;15486.01
2021-12-31;4;Bandeira própria;Pré-Pago;Outros;Puro;591216;246442;649547;526595300.06;0;0.00
2021-12-31;4;MasterCard;Crédito;Intermediário;Híbrido;4680856;4413137;71908232;10655447293.68;24226;4424856.53
2021-12-31;4;Bandeira própria;Débito;Outros;Puro;1179294;497885;5400672;392720737.77;0;0.00
2021-12-31;4;VISA;Débito;Básico Nacional;Puro;12108377;6065726;179932372;12475533712.68;1562;209981.07
2021-12-31;4;American Express;Crédito;Intermediário;Puro;468261;331442;8801209;1556259279.42;60742;30173540.94
2021-12-31;4;VISA;Crédito;Básico Nacional;Co-branded;6045082;510692;4706980;566103565.35;229;20070.80
2021-12-31;4;Elo;Crédito;Básico Nacional;Puro;4310516;2498068;71661277;7649414858.34;29341;12075369.96
2021-12-31;4;Elo;Pré-Pago;Outros;Puro;22512777;1467050;1689129;80381745.64;0;0.00
2021-12-31;4;MasterCard;Crédito;Premium;Puro;2656526;2191390;147547887;31268410000.26;2370754;1372606928.30
2021-12-31;4;MasterCard;Crédito;Outros;Puro;219935;34241;932212;105898695.80;3112;923926.60
2021-12-31;4;Elo;Crédito;Corporativo;Puro;23769;12051;57961;119311949.90;148;172273.65
2021-12-31;4;Elo;Crédito;Básico Internacional;Co-branded;742419;567548;2273274;269576004.01;2216;1538839.85
2021-12-31;4;MasterCard;Débito;Corporativo;Puro;3449;2273;90696;8357473.59;2;18.10
2021-12-31;4;MasterCard;Crédito;Básico Nacional;Híbrido;4058413;1693021;18313966;1525001110.79;3;2459.84
2022-03-31;1;American Express;Crédito;Platinum;Puro;48;48;48;2391.98;0;0.00
2022-03-31;1;Elo;Crédito;Básico Internacional;Puro;3908365;2230960;43367151;7399474539.50;46796;23842276.67
2022-03-31;1;VISA;Crédito;Outros;Puro;5214542;2292501;26346578;2686183484.35;88946;60554740.96
2022-03-31;1;VISA;Crédito;Intermediário;Co-branded;6167542;5103595;66414169;6908149517.25;143354;31525704.82
2022-03-31;1;VISA;Crédito;Básico Nacional;Híbrido;7600519;3780984;31020041;3493413744.95;1;142.25
2022-03-31;1;Elo;Pré-Pago;Intermediário;Puro;6536450;131193;532172;36497916.85;0;0.00
2022-03-31;1;Elo;Débito;Empresarial;Puro;954135;369670;8102279;1152982519.94;0;0.00
2022-03-31;1;MasterCard;Pré-Pago;Premium;Puro;94947;50857;974849;63743273.88;0;0.00
2022-03-31;1;MasterCard;Pré-Pago;Básico Internacional;Puro;547063;255238;3370258;252433641.29;120183;4738548.95
2022-03-31;1;American Express;Crédito;Empresarial;Puro;21948;16437;475453;302644218.74;21197;32437478.70
2022-03-31;1;MasterCard;Débito;Corporativo;Puro;1127;718;118602;10618596.49;2;1179.17
2022-03-31;1;VISA;Pré-Pago;Básico Internacional;Puro;17710410;7154292;73644589;3715689760.72;680972;123555240.22
2022-03-31;1;VISA;Débito;Básico Internacional;Co-branded;12014;3101;71029;6516492.63;0;0.00
2022-03-31;1;Elo;Crédito;Intermediário;Co-branded;131178;97095;606309;129315496.84;0;0.00
2022-03-31;1;MasterCard;Débito;Intermediário;Puro;61121586;36094355;735778379;43767267408.82;31028;7156961.91
2022-03-31;1;MasterCard;Débito;Básico Internacional;Co-branded;4015866;2494649;97156159;2969229253.81;443;104008.18
2022-03-31;1;MasterCard;Crédito;Intermediário;Co-branded;23631503;13165636;110621827;13924362664.81;185928;36024633.03
2022-03-31;1;American Express;Crédito;Platinum;Co-branded;2825;2545;82400;21296353.15;2101;1653774.06
2022-03-31;1;MasterCard;Crédito;Platinum;Puro;13267307;10663542;371753248;46292592822.28;2867192;753927413.86
2022-03-31;1;MasterCard;Débito;Premium;Puro;251665;145324;2751763;262914328.56;964;540693.55
2022-03-31;1;MasterCard;Débito;Platinum;Co-branded;276077;54732;1159998;75884826.88;96;40625.81
2022-03-31;1;MasterCard;Crédito;Outros;Puro;245559;40568;1172631;120437077.50;3567;1134475.34
2022-03-31;1;MasterCard;Crédito;Platinum;Híbrido;133519;70213;3123766;576625004.97;22862;9044339.07
2022-03-31;1;Elo;Crédito;Outros;Híbrido;17347;6329;68116;21366068.00;0;0.00
2022-03-31;1;VISA;Débito;Outros;Puro;881;493;9643;530583.13;0;0.00
2022-03-31;1;VISA;Crédito;Intermediário;Puro;24802753;16081171;325098073;37803380497.68;868997;202089868.46
2022-03-31;1;VISA;Crédito;Premium;Puro;3087667;2356091;129540827;25970156621.63;1808360;1198844188.46
2022-03-31;1;Elo;Débito;Outros;Puro;145691066;30421888;451132350;26011138699.75;0;0.00
2022-03-31;1;MasterCard;Crédito;Platinum;Co-branded;813154;645696;17288076;3090992551.30;168805;68481751.19
2022-03-31;1;MasterCard;Crédito;Outros;Co-branded;1071385;10;3;58.00;0;0.00
2022-03-31;1;MasterCard;Crédito;Premium;Co-branded;224896;168293;5432480;1528672569.97;129296;91889592.44
2022-03-31;1;American Express;Crédito;Básico Nacional;Puro;52263;40330;853752;122085876.50;3849;1392501.54
2022-03-31;1;Bandeira própria;Crédito;Outros;Co-branded;5757348;1109289;4059023;469877426.12;0;0.00
2022-03-31;1;VISA;Crédito;Platinum;Híbrido;343643;210437;8760988;1628478509.32;74114;31064948.64
2022-03-31;1;VISA;Crédito;Premium;Co-branded;57759;47426;2315064;801741680.18;44622;31470557.46
2022-03-31;1;Elo;Pré-Pago;Básico Nacional;Puro;4389031;78591;149382;5718534.44;27;1839.40
2022-03-31;1;VISA;Crédito;Empresarial;Híbrido;45039;15415;199853;228122793.12;0;0.00
2022-03-31;1;Outras;Débito;Outros;Puro;3494750;1881664;42471427;3930882759.18;0;0.00
2022-03-31;1;VISA;Pré-Pago;Empresarial;Puro;3967;2139;39795;5130217.93;0;0.00
2022-03-31;1;Elo;Crédito;Empresarial;Puro;498299;271923;5747007;1542230049.57;8005;5537453.72
2022-03-31;1;Elo;Crédito;Outros;Puro;4153937;1930574;38720975;4854053317.53;44493;25371833.35
2022-03-31;1;Hipercard;Crédito;Empresarial;Puro;1603;980;8726;4162216.06;1;0.01
2022-03-31;1;MasterCard;Crédito;Básico Nacional;Co-branded;13245119;894492;12888969;1667078576.41;341;290642.89
2022-03-31;1;MasterCard;Pré-Pago;Empresarial;Puro;886509;330717;11932510;729179122.73;0;0.00
2022-03-31;1;Bandeira própria;Crédito;Outros;Puro;1758298;96996;4990648;596147016.20;0;0.00
2022-03-31;1;VISA;Pré-Pago;Outros;Puro;21597420;7106387;112939655;5416792519.22;153622;25725573.30
2022-03-31;1;MasterCard;Crédito;Outros;Híbrido;17818371;6299939;73127430;7924742373.23;81432;11912181.00
2022-03-31;1;MasterCard;Pré-Pago;Outros;Puro;17730071;2924040;30628409;1657029529.37;144006;27496459.30
2022-03-31;1;VISA;Crédito;Básico Nacional;Puro;10439892;7437025;175732622;15209418828.31;189234;32869257.79
2022-03-31;1;VISA;Débito;Platinum;Puro;1811479;1070345;38507949;3587414332.41;528;110605.25
2022-03-31;1;VISA;Crédito;Básico Internacional;Puro;18031354;10366039;189606718;19380598006.50;546277;112102431.24
2022-03-31;1;MasterCard;Débito;Empresarial;Puro;1261993;371872;10283170;733799933.24;43;28414.61
2022-03-31;1;VISA;Débito;Básico Nacional;Puro;12308499;6658638;171524153;11533429361.03;1272;175816.00
2022-03-31;1;MasterCard;Débito;Premium;Co-branded;141910;27419;456675;35738016.01;180;106868.12
2022-03-31;1;MasterCard;Débito;Intermediário;Co-branded;10658114;10344215;1337336;71484805.86;0;0.00
2022-03-31;1;American Express;Crédito;Premium;Co-branded;100;86;2054;1554003.26;274;1585510.59
2022-03-31;1;MasterCard;Débito;Empresarial;Co-branded;351007;86928;1997013;145350108.79;28;29245.62
